Ulasan,Label
SINYAL WAJIB DI PERBAIKI,Negatif
game nya bagus tapi kadang gak bisa login padahal sinyal lancar kuota juga banyak tapi kok sering error mohon di perbaiki,Positif
Developer ini kok saya gak bisa login?,Others
bad ping,Negatif
good,Positif
hyuu,Others
sinyal sering lag kalau main mode taktik fusi,Others
dari segi permainan ok,Positif
"bagus banget gw aj sampe ketagihan main game ini, harus di coba!",Positif
susah log in payah,Negatif
kenapa stuck di 75% dan ada tulisan memperbarui tidak bisa di buka!!!,Negatif
GAME RUSAK!!!,Negatif
for what is a man🔥,Others
"Seru. Apalagi sekarang ada pass royale. Pokoknya suka sama game buatan supercell ini😍😎 Edit: woilah ini knp gabisa masuk ke gamenya sih?? tulisannya memperbarui terus tapi ga jalan jalan, asu lah",Positif
kenapa baru buka clash royale tulisan memperbarhui kok tidak bisa di buka. tolong di bikin clash royale yang lancar saat di buka lah.....,Negatif
ini kenapa setiap kali masuk memperbarui abis itu jaringan terputus mulu,Negatif
keren,Positif
gak bisa masuk,Negatif
loadingnya lama bgt tiap update. terus kebanyakan ngebug-nya.,Negatif
game rusak aku memperbarui nggak bisa padahal jaringan aku kuat 😒,Negatif
good game,Positif
ok,Positif
hapus update balikan seperti dulu updatenya tidak terlalu berguna. setelah update banyak sekali bugnya **********************************†*************,Negatif
Game terbaik Dari waktu saya smp sampe sekarang udah dewasa umur 25 Coc dan clash royale kenapa ga bikin film nya Di tunggu film coc dan clash royale terbaik pokonya love 🤩🤩,Positif
Saat sedang bermain saya sering mengalami disconnected.. padahal sinyal saya bagus,Negatif
"This game is hard to log in to, dog, pig",Negatif
fix your stupid matchmaking supercell,Negatif
seru banget,Positif
nice,Positif
"game tolol ajg, nemu lawan yang ga seimbang terus, game bego",Negatif
gara gara ada Fahri andikaaaa di gameee,Others
tolong akun yang saya kaitkan di google play tidak dapat diakses,Negatif
musuh noob God game ez,Positif
"klo bikin game yg bener tot, ngasih musuhnya yg imbang, sistem apaan kek gitu, 11 12 kyk ML",Negatif
PAY TO WIN,Negatif
"setiap duel jaringan eror terus, udah test speed jaringan ataupun wifi 100mbps tetep eror",Negatif
"game teraneh yg gua mainin , setiap main ini game pasti ada aja gangguannya , detik detik kemenangan tiba tiba jaringan hilang , pihak lawan yg untung jadinya , pas udah kalah ngasih lawan yg ga ngotak pula udah ampe 4/5 game baru lawannya bot , kalo niat buat game match nya imbangi lah atau perbaiki jaringannya ini makin hari makin idiot game nya , kaya binatang vs manusia , mending main game buatan AI aja lebih masuk akal , ga recommended ini game banyak bug , GAME SAMPAH SEPANJANG MASAA👎👎👎",Negatif
"sering crash, patah patah sinyal, jaringan delay, tolong perbaiki sistem dan sinyal",Negatif
"bagus, cuma suka bug pas login 75% internet lancar padahal",Negatif
behhh,Others
baGus,Positif
mantap,Positif
keren,Positif
Terkadang Update nya jadi ERROR,Negatif
permainan yang bagus tapi sangat sulit mendapatkannya gold nya,Negatif
evo make this game p2w,Negatif
bagus,Positif
"Taktik fusi yg adil kartu yg muncul nya untuk ke 4 orang nya anjg pilih kasih babi,orang dpt bagus susunan nya sementara gue dapt zonk mulu yg muncul bgst",Negatif
"Game payaahhh, ga imbang banget. berasa lawan cheater",Negatif
semoga lebih bagus lagih,Positif
match making gk pernah adil anjg,Negatif
"bintang satu adalah yang paling cocok dengan permainan inii, dengan sistem matcmaking yg buruk, karena kita akan disengaja bertemu dengan lawan diluar nalar, mendapat putaran eliksir yg tidak pas, mendapat musuh full counter itu akan terjadi secara otomatis dari sistemnya",Negatif
Match making tidak seimbang,Negatif
"tolong pihak developer mohon kalo mencari lawan pas naikin trofi lawan nya cari yang setara, setiap main lawan lebih tinggi level nya",Negatif
"game ampas, musuh nya selalu lebih tinggi levelnya",Negatif
How has this game become this big already? the last time i see it's only 500 but now almost a gig?,Others
musuh kasihnya yang seimbang lah,Negatif
nice game,Positif
"game p2w, untuk player f2p kalo gamau stress gak usah di download",Negatif
good,Positif
i hate this game,Negatif
"Diberikan Lawan yang levelnya sudah diatas,dipaksa kalah terus, saya hapus gamenya karna sudah tidak adil, cari kartu naikan level susah malah diberikan lawan yang levelnya sudah diatas kita",Negatif
akun saya tidak bisa di pulihkan,Negatif
"makin lama server makin down mau jadi game mati. mending ga usah install, nanti kesel sendiri kalo main",Negatif
mantap,Positif
karna seru aja,Positif
game pay to win,Negatif
baik,Positif
GAME KIKIR UDAH GACHA CHEST EPICK AD KARTU LEGEND TTP GA DAPET JEMBUT,Negatif
jaringan hilang mulu saat main,Negatif
Mantap,Positif
good,Positif
"Males,semuanya pake megaknight doang,nerf parah aja megaknight,apa apaan karakter kayak gitu,gila",Negatif
"Game Lawack, Ngasih Lawan Selalu Yg Pay To Win, Klo Btuh Sematch(Menang) Buat Dapetin Chest Cntoh, Psti Bkal Kalah, Saran Aj, Klo Mau Ni Game Lebih Bgus, Ksih Lwn Yg Seimbang",Negatif
NICE GAME!,Positif
kalo ngasih lawan ngotak dikit,Negatif
sinyal nya di game lain suport tpi di game ini kenapa ngelek parah,Negatif
Banyak ceater.,Negatif
tolong perbaiki jaringan saat login,Others
"game ini sangat jelek, kenapa? sinyal di rumah saya jelek mangkanya saya bilang jelek, trimakasih ZEEXO De Joko",Negatif
bagus,Positif
game paling P2W yg pernah kumainkan,Negatif
Mantap gamenya seru dan mudah,Positif
p2w Royale,Negatif
"tolong beri warna character nya jangan biru dan merah saja , sangat kuno",Others
game nya rame tapi gaadil banget tower musuh level 8 lah gua baru level 7 gaadil banget,Negatif
"hey kau terlalu sering update bagaimana aku bisa bermain dengan tenang? dan kembalikan Soundtrack battle yang dulu ayolah, soundtrack yang baru sangat membosankan",Negatif
"stupid game,p2w player suck (overleveled) good night gng worst card game oat",Negatif
mantap,Positif
"D update malah jdi tmbah buruk, m login susah bner, pas main putus sambungan . Udah seminggu gtu trus",Negatif
kasih menang lah cok capek kalah mulu,Negatif
josssss,Positif
jembot,Negatif
Entah sistem memilih musuh gimana benteng saya level 10 selalu dapat musuh level 11 12 belum karaternya udah ada yg level 13 12 bikin males maen,Negatif
"sangat menarik..nggak lama"" mainnya enak di buat gabut",Positif
pay to win,Negatif
aku Sangatta sukaa ditambah dengan fitur baruuu seperti magic chess 😍😍😍😍,Positif
best game,Positif
game pepek ngeleg banget tolol,Negatif
suka banget,Positif
"masih ada yang mainin GK sekarang, 25 Agustus 2025",Others
nice,Positif
ngestuck mulu kalo mau login di 75% niat mau maen malah kek ganoleh maen ni game aneh,Negatif
Bagus game strategi nya,Positif
sinyal sudah kuat msh aja ganguan sinyal... tolong di perbaiki lg.. kecewa,Negatif
saya pernah main pd taun 2017 mau login kok gabisa aneh,Negatif
not bad,Positif
game susah masuk,Negatif
"kenapa game nya itu sering banget lag ,padahal main game lain lancar aja",Negatif
good game,Positif
kok akun saya yang sudah lama saya main tiba tiba ilang ngak seolah olah ngak pernah saya main kan tolong diperbaiki soal nya saya sudah lama main mau main lagi eh akun nya pas saya cek ilang hampir di semua gem Supercell kecuali coc di gem lain pada ilang semua tolong beri saya kejelasan gimana ini saya ingin main lagi soal nya tapi ngak ada akun lagi bantu saya,Negatif
"Yang bilang lag,ga bisa masuk,stuk loading. Mikir itu hp lo yang burik bukan game nya,gua aj ga pernah lag",Others
tak dapat eliksir ketika main. lambat.. now eliksir. time low..,Negatif
game paling keren dan nostalgic banget deh,Positif
"ngabisin wktu aja main nih game, bug jaringan yg reconect ga dibenerin, pay to win.",Negatif
"Dah jarang main nih game, dulu sering pas 2018/2019",Others
2vs2 jangan dihilangkan,Others
"aneh, musuh Hero arena 7 padahal saya arena 6, kan tidak adil, game gak adil, masa 1634 udh ada Hero arena7",Negatif
game pay to win jir setiap habis menang 2 kali langsung di kasih musuh yang punya pass royal sama level beda jauh apalah game ini masih belom adil dan kompetitif👎👎👎,Negatif
😍👍,Positif
Game yang sangat seru untuk dimainkan di waktu luang,Positif
game kontol ngeleg mulu,Negatif
"Kayaknya algoritmanya aneh yah. Emang evolusi bisa didapetin semua orang, tapi pasti gk dengan evolusi yang sama. Meski dengan pengembangan terbaru evolusi nenek sihir masih terlalu overpower dan bahkan tidak bisa dilawan dengan Ksatria emas. Maksud saya memang hal tersebut (algoritma yang ada) membuat pemain lebih tertantang dan bermain lebih sering. Tapi di suatu titik pasti akan jenuh dan tinggal tunggu saja saat di mana semua pemain bosan terhadap algoritma pengaturan lawan yang timpang.🙄",Others
Setiap hari harus menyedot data internet di dalam game itu untuk apa? ini game terus bertambah besar atau gimana?,Others
"Gak jelas, matchmaking gak seimbang",Negatif
sistem machnya enggak imbang banget bisa dapet level kartu di atas kita kalau enggak level benteng,Negatif
"Sering connection lost in game, kesenjangan lvl, p2w",Negatif
"tolong dong buat developer ""CLASH ROYALE ""perbaiki rematchnya kurang efektif saya level 11 kadang ketemu level tinggi seperti level 14,13 ga enak sumpah kalah Dek ny beda level,tolong dong segera atur, sesuain level sama pemain kalo rematch kalo sudah sesuai saya kasih bintang lima deh tolong ya di upgrade rematch nya terimakasih 😘",Others
setelah update musuh sering tidak seimbang.. level 11 melawan level 14. system terburuk selama 8 tahun main ini. hadiah pun tidak ada yang bagus. buatlah system laporan agar player bisa lapor jika ada system yang buruk atau pertandingan yang tidak fair,Negatif
okelah,Positif
"game yg semakin buruk. sering stuck di 75% sinyal bagus bahkan pakai wifi, tapi di game ini suka muncul logo bar sinyal merah. padahal di game lain lancar lancar aja. memuakan😡",Negatif
OI BENERIN JARINGAN OI GAME KALIAN PENYAKITNYA SAMA TURUN PING LOGIN ULANG,Negatif
"jaringan diperbaiki,,,maen digame laen bagus tpi maen CR kok jelek jaringan",Negatif
"kenapa ini, habis di update masuk ke server kok susah sekali",Negatif
gaisok login,Negatif
kenapa gak bisa barter ? apa sekarang sedang errorrrrrr,Others
"Selamat malam ini Benedictus. saya mohon waktu hari Sabtu, 23 Agustus 2025, itu berapa kali gagal masuk. ga bisa bermain clash royale. mohon diperbaiki supercell dari sekarang, terimakasih.",Others
"Kenapa gak bisa login, Komtod?",Negatif
sering stuck saat masuk game padahal jaringan bagus tapi ngga bisa login masuk game,Negatif
"saya tidak bisa login game karena stak di 75%, bagaimana cara mengatasinya??",Negatif
"masuk ke gamenya, loadingnya lama banget",Negatif
"susah masuk log in sekarang, lama banget, dan gangguan lagi pada saat main, kalau sudah normal saya kembalikan bintang nya",Negatif
"koneksinya jelek banget, suka menddk wifi ga koneksi, padahal wifi jalan lancar",Negatif
sangat bagus,Positif
mode 2 vs 2 hilang,Others
good game but too pay to win!!!,Positif
Nice Games.. Very fun,Positif
"dapat lawan selalu yang memiliki counter deck saya,tidak adil",Negatif
Matchmaking tidak seimbang :( mohon perbaiki,Others
how can level 10 vs level 12,Others
GAME GAK IMBANG!!,Negatif
"ini game pelit bet,kasih kartu unit pun susah,lawan nya juga kadang level lebih tinggi👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",Negatif
player gratisan seperti saya sudah muak dengan fitur berbayar yang memungkinkan pemain memiliki peluang kemenangan yang tinggi.,Negatif
good,Positif
"min tolong update mode taktif fusinya supaya bisa mabar sama teman,oke Terima kasih",Negatif
"supercell id ke hack, semua ilang ty ya karna ribet recovery nya.",Negatif
mantap,Positif
game spele,Others
lumayan,Positif
cihuy,Others
"i really love your game but please fix your matching I'm level 10 my opponent is level 14,12 please fix your matchmaking im f2p player use homebuild deck with level 9-10 troops please supersel or make a great event for free players.",Positif
"mohon saat lag jangan ""meninggalkan permainan"" 🙏",Positif
masih bagus aja Nini game,Positif
👍,Positif
anjay,Others
sebaiknya game ini dihapus saja gak ada yang bagus lvl terlalu jauh,Negatif
big w 4 ts game,Positif
Aku nak naga listrik. Aku nak sangat! Aku nak dan aku mahu bende tu!😡,Others
Good Game,Positif
gem nya seruu,Positif
"game kalah menang, kalah menang ngk abis2 dah , Auto uninstall",Negatif
tidak membosankan,Positif
"matchmakingnya curang, setiap main sering ketemu player dengan level deck tinggi 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",Negatif
"sering lost connection, padahal jaringan ilang sebentar dan harus relog. pengalaman bermain sangat buruk",Negatif
oke,Positif
sudah lama kembali lg top,Others
seru,Positif
GG AMAT BISA NGEJEK,Positif
hbs update kok malah stuck di 75 malah banyak bug nya,Negatif
ok,Positif
"ini game membuat emosi, dapat musuh terus yg diatas level, apalagi kartu2 musuh levelnya nggak ngotak,",Negatif
sya mau beli offer tapi sya di marahin sama ibu saya,Others
👍,Positif
"kenapa ya tiba tiba foreclose padahal device menduking dan ram pun masih ada space 3,4Gb tapi sekalinya foreclose udah ga bisa masuk lagi..jadi harus uninstall dulu, terus install lagi apk nya baru bisa main lagi. dear developer supercell please help",Negatif
"ini gw lama kaga main.. pas gw Main Perang klan gw ketemu musuh LV 15 semua, kan gw masih LV 14 deck gw aja masih belum rata LV nya malah ketemu musuh yang LV 15 dan deck nya LV 15, jujur selama 1 bulan ini gw download kaga pernah ketemu musuh yang LV 14 di perang klan, ada yang bisa kasih solusi nga.. apa gw balik pensi lagi aja ? terimakasih",Others
seru,Positif
"changed my mind, great game but nerf miner 🙏",Positif
game tolol,Negatif
keren,Positif
bagus 😎👍,Positif
GAME PAY TO WINNN,Negatif
ga adil,Negatif
kasih lawan yg seimbang lah pler,Negatif
kapan bikin versi moba nya di tunggu ya,Others
game yang sangat seru,Positif
game yang sangat adil sering kali saya dihadapkan dengan musuh yang levelnya jauh lebih tinggi diatas saya,Positif
woi benerin woi. itu bug ganti mode game sendiri. kerja woi,Negatif
pemilihan lawan yang tidak seimbang dengan level,Negatif
"sudah agak aneh, susah login mentok 75",Negatif
sering terlogout dan susah login setelah bisa kalah,Negatif
"Game pay to win, berbanding terbalik dengan COC😂",Negatif
bagus,Positif
"game pay to win, masak level 8 lawannya level 12, level kartunya juga pada beda jauh lagi",Negatif
okelah,Positif
gua Download pass lagi bosen aja,Others
Masa menang dapet 29 trofi giliran kalah berkurang 33 trofi mana lawan ga seimbang sama level benteng kita...... parah banget si jujur aja ni game enak cuman klo caranya begitu jadi males juga mainin.... ga adil banget,Negatif
sangat Bagus,Positif
gak suka aja matcmakingnya gak pernah sah,Negatif
update elit sinyal sulit,Negatif
makin update makin jelek gamenya. karena hadiahnya semakin sedikit,Negatif
level nya beda jauh masih di adu juga . ini bukan esport . tapi pembullian agar mengeluarkan uang dan beli . sportipitas nya hilang . semua karna komersil hati hati ketika di adu dengan level yg tidak masuk akal. contoh level 11 diadu dgn level 15 segera keluar dan uninstal.,Negatif
game nya keren sekali,Positif
kelas king,Positif
"taktik fusi? ini lebih ke arah siapa yang mampu untuk terus bermain tanpa henti dengan taktik pemberian goblin tanpa henti! yang benar saja. Musuh selalu mendapat apa yang di inginkan sedang kan saya berusaha sekuat tenaga untuk menang, tak tik yang di butuhkan bukanlah mengatur strategi tapi tentang siapa yang lebih sering main dan menghabiskan lebih banyak kekalahan untuk sedikit kemenangan 👎game pay 2 win game busuk 🤮🤮🤮🤮🤮🤮🤮",Negatif
mantap kink,Positif
"Jaringan bagus tapi pas log in jadi cuma 0-2 KB nggak jelas,nggak mau sedot sinyal aneh.alhasil ngelag bikin kalah mulu",Negatif
"sy termasuk veteran di game ini tolong lah yg ADIL 2 vs 2 ketika teman afk/keluar permainan harus tetap aktif kartu keluar wlwpun random,nek nggk ya sama aja 1 vs 2, trus 1 vs 1 yg rank kenapa nggak ADIL juga sy prnah ktemu level yg lebih atas dan itu sering ya jd nggak seimbang lah, mohon diperbaiki",Negatif
